Episode,Total Reward,Avg Loss,Epsilon,Steps
1,-163.46999999999994,0.12600697301565966,0.97,360
2,-159.64,0.08841575603518222,0.9409,360
3,-162.7799999999999,0.050235892221745515,0.912673,360
4,-159.5599999999998,0.046146482589150155,0.8852928099999999,360
5,-162.79999999999987,0.06543410294171836,0.8587340256999999,360
6,-192.03000000000043,0.09737396072822675,0.8329720049289999,360
7,-160.4199999999998,0.12016163738379772,0.8079828447811299,360
8,-155.84,0.15836118520948933,0.783743359437696,360
9,-159.55999999999992,0.28422977090037116,0.7602310586545651,360
10,-160.6499999999999,0.2681637713996073,0.7374241268949281,360
11,-157.85999999999981,0.29735245912387553,0.7153014030880802,360
12,-158.71999999999986,0.40311773267522866,0.6938423609954378,360
13,-159.53999999999982,0.37653579998554454,0.6730270901655747,360
14,-156.79999999999976,0.38546710474054435,0.6528362774606075,360
15,-158.68999999999986,0.6031422539407181,0.6332511891367892,360
16,-158.74999999999991,0.6720451577980485,0.6142536534626856,360
17,-165.6399999999999,0.7632841038414173,0.595826043858805,360
18,-165.4799999999999,0.6450428393307246,0.5779512625430409,360
19,-154.77999999999986,0.6805627029596104,0.5606127246667496,360
20,-157.5799999999999,1.0388012381244658,0.5437943429267471,360
21,-156.2999999999998,0.9443228863748825,0.5274805126389447,360
22,-157.7999999999998,1.1408384362753066,0.5116560972597763,360
23,-156.62999999999985,0.9956442975542612,0.496306414341983,360
24,-157.89999999999964,0.984083789261058,0.48141722191172354,360
25,-152.98999999999984,1.3065661220656086,0.4669747052543718,360
26,-161.40999999999997,1.1010662221246295,0.4529654640967406,360
27,-160.15999999999977,1.195740076700329,0.4393765001738384,360
28,-157.34999999999997,1.2622125388071355,0.42619520516862325,360
29,-155.13999999999984,1.3488370003385677,0.4134093490135645,360
30,-158.90999999999988,1.5756968283094466,0.4010070685431576,360
31,-157.44999999999985,1.4793585451216333,0.38897685648686287,360
32,-155.41999999999985,1.2908551229370966,0.377307550792257,360
33,-169.32000000000025,1.7672063211548246,0.36598832426848926,360
34,-158.64999999999998,1.1188373159875886,0.35500867454043455,360
35,-157.26999999999978,1.7296834949455742,0.3443584143042215,360
36,-164.43000000000006,1.8596459964652443,0.3340276618750948,360
37,-161.12999999999997,1.7795506343348986,0.32400683201884195,360
38,-165.17999999999984,1.5827399294254267,0.3142866270582767,360
39,-159.21999999999971,1.2246578372135344,0.3048580282465284,360
40,-159.39999999999986,1.974044663174492,0.2957122873991326,360
41,-169.58999999999995,1.7424418433879814,0.2868409187771586,360
42,-158.26999999999967,1.9701813840203815,0.27823569121384384,360
43,-156.41999999999973,1.8932934876945284,0.2698886204774285,360
44,-163.16999999999993,1.5857315319072869,0.26179196186310566,360
45,-156.44999999999973,1.7678841783147718,0.2539382030072125,360
46,-170.95000000000013,2.2110369951722935,0.2463200569169961,360
47,-162.90999999999997,2.4762328675844603,0.23893045520948622,360
48,-162.48000000000005,2.1514727919465964,0.23176254155320164,360
49,-165.59999999999994,1.966267410106957,0.2248096653066056,360
50,-161.21999999999997,1.6202033768666702,0.21806537534740741,360
51,-156.51999999999992,1.7889945769268605,0.2115234140869852,360
52,-172.03000000000014,2.0971905299565856,0.20517771166437562,360
53,-155.71999999999989,1.7156952950689528,0.19902238031444436,360
54,-155.9199999999997,2.1795049076330746,0.19305170890501103,360
55,-190.59000000000015,2.116518101023717,0.1872601576378607,360
56,-170.42000000000013,2.4017643012054677,0.18164235290872485,360
57,-163.37000000000012,2.0402638828899295,0.1761930823214631,360
58,-161.41999999999982,2.8202883798422085,0.17090728985181922,360
59,-157.45999999999987,3.1459891097206207,0.16578007115626464,360
60,-161.45000000000002,1.680765938391495,0.1608066690215767,360
61,-157.2599999999999,2.0948758189255994,0.1559824689509294,360
62,-182.23000000000027,2.571419088123366,0.1513029948824015,360
63,-155.99999999999974,2.001490570149488,0.14676390503592945,360
64,-156.53999999999976,2.3195268942146665,0.14236098788485158,360
65,-157.63999999999984,1.6789945362032288,0.13809015824830603,360
66,-156.21999999999989,2.368948725031482,0.13394745350085685,360
67,-167.93000000000023,2.4179173144149697,0.12992902989583113,360
68,-164.0299999999999,2.007429060495148,0.1260311589989562,360
69,-162.20999999999995,1.8392421102979117,0.12225022422898751,360
70,-161.93999999999994,2.9296653845450944,0.11858271750211788,360
71,-166.59000000000006,2.28554763763936,0.11502523597705434,360
72,-160.86999999999986,2.3173194082195145,0.1115744788977427,360
73,-160.35999999999984,2.095547445656525,0.10822724453081042,360
74,-183.19000000000028,2.2532576841716137,0.10498042719488611,360
75,-172.27999999999992,1.725701290767433,0.10183101437903952,360
76,-167.07999999999967,2.9723859396452705,0.09877608394766833,360
77,-184.05000000000015,3.0518829862431933,0.09581280142923829,360
78,-161.29999999999987,1.6333381852548983,0.09293841738636113,360
79,-163.0699999999999,2.481335583080848,0.09015026486477029,360
80,-161.1299999999999,2.481644901027903,0.08744575691882718,360
81,-170.03999999999976,2.2750308706994273,0.08482238421126237,360
82,-160.71999999999983,2.4115567011137804,0.0822777126849245,360
83,-155.1499999999999,2.425852825425358,0.07980938130437676,360
84,-172.33000000000007,2.5717620158878467,0.07741509986524546,360
85,-181.87,2.43853591920601,0.0750926468692881,360
86,-166.3899999999999,2.3801764008278647,0.07283986746320946,360
87,-185.75000000000014,1.9689198374593009,0.07065467143931317,360
88,-165.93999999999997,2.734885775597973,0.06853503129613378,360
89,-172.90999999999983,2.4007348007781224,0.06647898035724976,360
90,-184.40000000000018,2.6859861340166793,0.06448461094653227,360
91,-170.69999999999973,2.4250446442773357,0.06255007261813629,360
92,-167.9099999999999,2.345540146348584,0.0606735704395922,360
93,-180.23000000000022,3.0989677980645665,0.05885336332640443,360
94,-185.7999999999999,2.72342582396749,0.057087762426612294,360
95,-172.07,3.022516685900175,0.05537512955381393,360
96,-180.43999999999997,3.174818542930815,0.053713875667199505,360
97,-161.74999999999986,3.222479437364058,0.05210245939718352,360
98,-174.50999999999982,1.7138544956429138,0.05053938561526801,360
99,-158.88999999999982,3.495654843364739,0.049023204046809966,360
100,-157.69999999999982,2.9782476500608026,0.04755250792540567,360
101,-167.65999999999988,3.015710860154488,0.0461259326876435,360
102,-160.0999999999998,2.059743508686208,0.04474215470701419,360
103,-168.41999999999973,2.5190882173470324,0.04339989006580376,360
104,-156.13999999999987,3.150392758799717,0.042097893363829644,360
105,-172.78999999999982,3.330939809822788,0.040834956562914755,360
106,-155.02999999999986,2.396208865568042,0.03960990786602731,360
107,-167.13999999999982,2.955749561653162,0.03842161063004649,360
108,-158.28999999999988,2.6770469651454025,0.03726896231114509,360
109,-155.03999999999988,1.977222693923654,0.03615089344181074,360
110,-162.1100000000001,4.281330486997548,0.03506636663855641,360
111,-156.54999999999973,2.225845986433948,0.03401437563939972,360
112,-163.0699999999998,3.005517963806374,0.03299394437021773,360
113,-157.2499999999998,2.571114050886697,0.032004126039111194,360
114,-154.29999999999987,3.9433901554387476,0.031044002257937856,360
115,-164.15999999999983,2.170179624369161,0.03011268219019972,360
116,-155.03999999999985,3.038905689653216,0.029209301724493725,360
117,-156.81999999999982,2.8241444463427694,0.028333022672758914,360
118,-188.2900000000002,2.3873463027386204,0.027483031992576144,360
119,-156.9799999999997,2.6567104634518426,0.026658541032798858,360
120,-156.2699999999997,1.9770361031043446,0.02585878480181489,360
121,-156.85999999999967,1.6730248497799038,0.025083021257760445,360
122,-162.38999999999984,3.418340747306744,0.024330530620027633,360
123,-176.82999999999979,3.683597245429539,0.023600614701426804,360
124,-157.99999999999974,2.747192456102413,0.022892596260384,360
125,-160.66999999999987,2.4855408252423836,0.02220581837257248,360
126,-160.04999999999967,3.5019776024286533,0.021539643821395303,360
127,-155.53999999999974,2.7274128638104433,0.020893454506753444,360
128,-155.92999999999986,2.8202289294761917,0.02026665087155084,360
129,-158.7599999999997,3.2176564479557177,0.019658651345404312,360
130,-163.51000000000016,2.771047543982665,0.019068891805042183,360
131,-157.11999999999983,2.714007562905964,0.018496825050890918,360
132,-156.87999999999982,3.132543832187851,0.01794192029936419,360
133,-160.92000000000002,3.4237281469317775,0.017403662690383265,360
134,-155.6899999999997,3.023662195334004,0.016881552809671765,360
135,-156.21999999999989,2.8635456857995853,0.016375106225381613,360
136,-163.61999999999986,2.852799817764511,0.015883853038620166,360
137,-156.2099999999999,3.308845303611209,0.015407337447461561,360
138,-155.42999999999986,3.3621361371750633,0.014945117324037714,360
139,-155.01999999999987,3.5677600677435595,0.014496763804316583,360
140,-155.0299999999999,2.9779589996259244,0.014061860890187084,360
141,-159.72999999999982,2.9378496849288545,0.013640005063481472,360
142,-185.61000000000027,2.951951025178035,0.013230804911577028,360
143,-184.55000000000013,3.170968528702441,0.012833880764229717,360
144,-157.3399999999998,2.400126465425516,0.012448864341302825,360
145,-166.10000000000002,2.646671743220132,0.01207539841106374,360
146,-168.18999999999988,2.505180601030588,0.011713136458731828,360
147,-157.11999999999983,3.1276461440345478,0.011361742364969873,360
148,-164.9999999999999,2.85576049529223,0.011020890094020776,360
149,-171.55999999999977,2.2516434699917833,0.010690263391200152,360
150,-166.75999999999985,2.806901772475491,0.010369555489464147,360
151,-182.77000000000027,3.2275897515834204,0.010058468824780223,360
152,-178.73000000000022,2.452739055822086,0.009756714760036816,360
153,-154.51999999999987,3.098208386782143,0.009756714760036816,360
154,-164.80999999999986,2.947333060727558,0.009756714760036816,360
155,-156.79999999999984,3.406064703537979,0.009756714760036816,360
156,-161.93000000000004,2.922557116812095,0.009756714760036816,360
157,-160.84999999999965,2.882152409825681,0.009756714760036816,360
158,-155.01999999999987,2.007455774665707,0.009756714760036816,360
159,-167.15000000000006,1.9925442900456902,0.009756714760036816,360
160,-172.41000000000022,2.965273957171788,0.009756714760036816,360
161,-161.26999999999987,3.5471758529233437,0.009756714760036816,360
162,-155.7699999999999,2.5734328454205144,0.009756714760036816,360
163,-155.51999999999984,2.257151804569488,0.009756714760036816,360
164,-159.0899999999999,3.33784532731192,0.009756714760036816,360
165,-159.79999999999993,3.212455379885311,0.009756714760036816,360
166,-192.1700000000004,3.980782281064118,0.009756714760036816,360
167,-155.08999999999986,2.68174385043482,0.009756714760036816,360
168,-155.11999999999975,3.686496288044792,0.009756714760036816,360
169,-164.61999999999992,3.144422457848365,0.009756714760036816,360
170,-173.31999999999985,2.8149741110650615,0.009756714760036816,360
171,-157.94999999999987,3.701422633572171,0.009756714760036816,360
172,-157.10999999999984,2.5704686295655037,0.009756714760036816,360
173,-164.18999999999983,2.6336706181160277,0.009756714760036816,360
174,-159.0899999999999,3.268103147846543,0.009756714760036816,360
175,-155.07999999999987,3.1476195920413983,0.009756714760036816,360
176,-163.45000000000007,3.1422723568251563,0.009756714760036816,360
177,-169.37999999999994,3.215353998924709,0.009756714760036816,360
178,-157.30999999999972,2.5465206157726548,0.009756714760036816,360
179,-157.42999999999995,2.371801535459235,0.009756714760036816,360
180,-161.83999999999986,1.7157839013160103,0.009756714760036816,360
181,-189.13000000000022,3.6465956176838112,0.009756714760036816,360
182,-176.4000000000002,3.5606550426067165,0.009756714760036816,360
183,-156.58999999999992,2.634749115967295,0.009756714760036816,360
184,-155.29999999999987,3.227161305790974,0.009756714760036816,360
185,-155.01999999999987,3.352713297555844,0.009756714760036816,360
186,-155.0299999999999,3.6251261420961884,0.009756714760036816,360
187,-155.01999999999987,2.256082055340004,0.009756714760036816,360
188,-159.29,4.326633928281566,0.009756714760036816,360
189,-156.88999999999984,3.364625941015159,0.009756714760036816,360
190,-161.05999999999986,3.161363525341989,0.009756714760036816,360
191,-164.07999999999984,3.1193069188596887,0.009756714760036816,360
192,-158.02999999999986,2.8972380441768717,0.009756714760036816,360
193,-155.01999999999987,2.217002275808611,0.009756714760036816,360
194,-155.0299999999999,3.1827117007484453,0.009756714760036816,360
195,-155.01999999999987,3.1944304089320616,0.009756714760036816,360
196,-155.0299999999999,3.2572491303396722,0.009756714760036816,360
197,-156.45999999999984,2.865763295405648,0.009756714760036816,360
198,-155.01999999999987,2.696566814924073,0.009756714760036816,360
199,-155.53999999999996,2.435229700105265,0.009756714760036816,360
200,-155.01999999999987,2.082892561170997,0.009756714760036816,360
201,-155.11999999999986,2.922206089868107,0.009756714760036816,360
202,-158.39999999999972,3.8241774870186216,0.009756714760036816,360
203,-155.01999999999987,3.912893817651396,0.009756714760036816,360
204,-155.03999999999985,1.5561937666498125,0.009756714760036816,360
205,-156.67999999999984,2.8529238771905914,0.009756714760036816,360
206,-157.05999999999977,2.7582701708862767,0.009756714760036816,360
207,-155.15999999999985,2.960242769266996,0.009756714760036816,360
208,-155.16999999999987,3.604497206552575,0.009756714760036816,360
209,-155.32999999999987,3.2797454518214284,0.009756714760036816,360
210,-155.01999999999987,3.1602178600202833,0.009756714760036816,360
211,-155.01999999999987,3.2571297109696187,0.009756714760036816,360
212,-155.11999999999986,3.4179111031246268,0.009756714760036816,360
213,-155.5699999999999,2.7546756064053626,0.009756714760036816,360
214,-157.1999999999997,3.4932146276192118,0.009756714760036816,360
215,-155.03999999999988,4.141150728437221,0.009756714760036816,360
216,-155.06999999999988,2.835401767771691,0.009756714760036816,360
217,-157.16999999999973,2.859712594933808,0.009756714760036816,360
218,-166.8899999999999,3.336084536002535,0.009756714760036816,360
219,-161.54999999999998,2.6967587950587686,0.009756714760036816,360
220,-163.27999999999983,3.594856190189926,0.009756714760036816,360
221,-191.89999999999986,3.755240128742945,0.009756714760036816,360
222,-155.03999999999985,3.0121608294494866,0.009756714760036816,360
223,-164.51999999999992,3.455697244291918,0.009756714760036816,360
224,-155.01999999999987,3.1897097867913544,0.009756714760036816,360
225,-160.5099999999999,3.28401298592281,0.009756714760036816,360
226,-156.68999999999983,2.8229732589899665,0.009756714760036816,360
227,-155.01999999999987,3.1972574220556353,0.009756714760036816,360
228,-165.40999999999988,3.2216973013244568,0.009756714760036816,360
229,-162.70999999999984,2.7770543324761094,0.009756714760036816,360
230,-155.01999999999987,3.6823400737045127,0.009756714760036816,360
231,-157.77999999999986,3.5912283986134246,0.009756714760036816,360
232,-158.29999999999987,3.333694526077145,0.009756714760036816,360
233,-155.01999999999987,3.089560565362788,0.009756714760036816,360
234,-156.02999999999994,3.1979622704908253,0.009756714760036816,360
235,-156.7999999999998,2.6270075100318837,0.009756714760036816,360
236,-161.87999999999965,3.5567915313566725,0.009756714760036816,360
237,-168.6799999999999,2.9047372621380623,0.009756714760036816,360
238,-155.12999999999988,2.629257779671914,0.009756714760036816,360
239,-160.3199999999999,3.4675941134233854,0.009756714760036816,360
240,-165.41999999999987,2.7233510301862327,0.009756714760036816,360
241,-155.64999999999972,2.6213431218690757,0.009756714760036816,360
242,-156.98999999999992,2.371351056509755,0.009756714760036816,360
243,-157.1599999999997,3.406160431769159,0.009756714760036816,360
244,-166.20000000000005,4.404570594761107,0.009756714760036816,360
245,-169.58999999999995,2.984491567593068,0.009756714760036816,360
246,-163.8399999999999,2.262239214953863,0.009756714760036816,360
247,-155.2499999999999,3.160711268428713,0.009756714760036816,360
248,-157.13999999999984,3.4249378801426955,0.009756714760036816,360
249,-155.07999999999987,2.7087189526297153,0.009756714760036816,360
250,-154.5599999999999,2.8237202314608214,0.009756714760036816,360
251,-162.3999999999997,2.902452372759581,0.009756714760036816,360
252,-158.66999999999987,3.5396688959043887,0.009756714760036816,360
253,-156.4599999999998,3.278087827728854,0.009756714760036816,360
254,-158.22999999999985,3.107314140287538,0.009756714760036816,360
255,-155.01999999999987,3.0069463888907597,0.009756714760036816,360
256,-155.11999999999983,3.842005491774115,0.009756714760036816,360
257,-155.41999999999987,3.1961626069620253,0.009756714760036816,360
258,-154.69999999999987,3.9909824101668265,0.009756714760036816,360
259,-175.7000000000001,2.837306599722554,0.009756714760036816,360
260,-155.0299999999999,4.057256373349163,0.009756714760036816,360
261,-161.14999999999986,2.693682290913744,0.009756714760036816,360
262,-155.16999999999987,4.346289153883441,0.009756714760036816,360
263,-158.1799999999997,2.1220709822140633,0.009756714760036816,360
264,-155.0099999999999,3.3455882359503044,0.009756714760036816,360
265,-156.35999999999984,2.6230219887569546,0.009756714760036816,360
266,-157.23999999999984,3.3637045193463564,0.009756714760036816,360
267,-156.42999999999984,3.332953569644855,0.009756714760036816,360
268,-154.2799999999999,2.229870571703133,0.009756714760036816,360
269,-156.2599999999997,3.468652587891039,0.009756714760036816,360
270,-159.25999999999976,3.765810815586398,0.009756714760036816,360
271,-155.01999999999987,3.384022812058942,0.009756714760036816,360
272,-154.67999999999986,2.6290129355672334,0.009756714760036816,360
273,-155.18999999999986,3.404182550487005,0.009756714760036816,360
274,-155.2099999999999,2.550460910776423,0.009756714760036816,360
275,-155.18999999999986,3.011244776058528,0.009756714760036816,360
276,-155.03999999999985,4.2100491479349635,0.009756714760036816,360
277,-157.00999999999985,2.8719240255653857,0.009756714760036816,360
278,-163.24999999999986,2.688866993909081,0.009756714760036816,360
279,-155.90999999999997,2.0459535519747685,0.009756714760036816,360
280,-155.34999999999974,3.432961118697292,0.009756714760036816,360
281,-172.69999999999987,2.778582375982983,0.009756714760036816,360
282,-167.37000000000015,3.507207440822903,0.009756714760036816,360
283,-160.63999999999982,3.458186750952154,0.009756714760036816,360
284,-154.5999999999999,3.4496184528391396,0.009756714760036816,360
285,-157.85999999999984,2.447240997514584,0.009756714760036816,360
286,-158.76999999999973,3.505985802494817,0.009756714760036816,360
287,-157.14999999999972,3.8401991680057512,0.009756714760036816,360
288,-157.45999999999984,3.1359014106810923,0.009756714760036816,360
289,-167.58999999999975,3.081554644311675,0.009756714760036816,360
290,-155.19999999999987,2.538441783986572,0.009756714760036816,360
291,-160.87999999999963,3.518810846035679,0.009756714760036816,360
292,-158.44999999999987,2.6640596227306457,0.009756714760036816,360
293,-155.24999999999986,3.5459421082348044,0.009756714760036816,360
294,-164.48999999999992,2.309038309763289,0.009756714760036816,360
295,-155.92999999999984,3.819766360666189,0.009756714760036816,360
296,-166.2500000000001,2.507933953140552,0.009756714760036816,360
297,-158.6599999999999,3.101955032369329,0.009756714760036816,360
298,-157.0499999999999,3.0373117388846973,0.009756714760036816,360
299,-156.39999999999986,2.3549318455056185,0.009756714760036816,360
300,-154.95999999999995,3.0716354061745936,0.009756714760036816,360
301,-159.01999999999973,3.170553574245423,0.009756714760036816,360
302,-157.53999999999985,2.7335248647568124,0.009756714760036816,360
303,-155.03999999999985,2.865422266814858,0.009756714760036816,360
304,-155.01999999999987,2.394246584487458,0.009756714760036816,360
305,-163.1999999999999,2.5071549163769102,0.009756714760036816,360
306,-164.48999999999987,3.6163373257137006,0.009756714760036816,360
307,-173.21000000000015,2.290696835424751,0.009756714760036816,360
308,-202.38999999999993,1.853331871278998,0.009756714760036816,360
309,-156.91,2.4625692176425624,0.009756714760036816,360
310,-155.01999999999987,2.6519456785068742,0.009756714760036816,360
311,-167.16000000000005,2.883280389657658,0.009756714760036816,360
312,-166.44999999999976,2.4727923986915914,0.009756714760036816,360
313,-161.11999999999998,3.074556819225351,0.009756714760036816,360
314,-156.06999999999985,2.2042498922285936,0.009756714760036816,360
315,-155.01999999999987,2.678827632358298,0.009756714760036816,360
316,-155.30999999999986,2.4813212879519497,0.009756714760036816,360
317,-155.88999999999984,2.575363389718243,0.009756714760036816,360
318,-155.21999999999986,2.7424569685426023,0.009756714760036816,360
319,-160.59,3.256937473743326,0.009756714760036816,360
320,-156.02999999999986,2.750618032231513,0.009756714760036816,360
321,-156.32999999999996,2.2480180986536045,0.009756714760036816,360
322,-155.12999999999988,3.1332918813348645,0.009756714760036816,360
323,-155.12999999999985,3.299874105728749,0.009756714760036816,360
324,-160.78999999999985,3.371211117464635,0.009756714760036816,360
325,-158.16999999999993,2.193823829169075,0.009756714760036816,360
326,-158.17000000000004,2.128481343254033,0.009756714760036816,360
327,-156.7799999999998,2.294668192261209,0.009756714760036816,360
328,-155.49999999999986,2.547412102778132,0.009756714760036816,360
329,-162.16999999999993,1.7389418049249799,0.009756714760036816,360
330,-157.8599999999997,2.363253513082034,0.009756714760036816,360
331,-153.5599999999999,2.30218120680915,0.009756714760036816,360
332,-155.2899999999999,2.256586527570875,0.009756714760036816,360
333,-156.21999999999989,2.476982936821878,0.009756714760036816,360
334,-155.06999999999988,3.2777263558883636,0.009756714760036816,360
335,-155.03999999999988,2.6090002657224733,0.009756714760036816,360
336,-155.17999999999986,2.7422042473736736,0.009756714760036816,360
337,-156.42999999999992,2.5890378774143756,0.009756714760036816,360
338,-155.13999999999987,2.13092638029096,0.009756714760036816,360
339,-158.30999999999986,2.8620362190012303,0.009756714760036816,360
340,-156.64999999999984,1.7585095895299068,0.009756714760036816,360
341,-161.15999999999997,3.6144671554470227,0.009756714760036816,360
342,-158.17,3.2278464779568217,0.009756714760036816,360
343,-163.5499999999999,3.0260958758907184,0.009756714760036816,360
344,-157.66,2.4024631254995863,0.009756714760036816,360
345,-156.5299999999999,2.574281202551598,0.009756714760036816,360
346,-168.16000000000017,3.2945034924791092,0.009756714760036816,360
347,-173.48999999999984,2.4588644249571696,0.009756714760036816,360
348,-155.36999999999986,1.8406918645939894,0.009756714760036816,360
349,-155.1199999999999,2.9721752586050165,0.009756714760036816,360
350,-155.42999999999986,2.88698924716769,0.009756714760036816,360
